_input,_num,_widgetName,_source,_resultNumber,_pageUrl,trade1,trade2,molecule,category,patent,dose
,513,drug_info,drug_info,513,http://www.goodrx.com/mmr,MMR,,(measles mumps and rubella virus vaccine),Vaccinations,brand,1 dose of MMR 0.5ml
,514,drug_info,drug_info,514,http://www.goodrx.com/natroba,Natroba,,(spinosad),Pediculides,,1 bottle
,515,drug_info,drug_info,515,http://www.goodrx.com/proquad,Proquad,,(measles mumps rubella and varicella virus vaccine),Vaccinations,brand,1 dose of Proquad 0.5ml
,516,drug_info,drug_info,516,http://www.goodrx.com/zanaflex,Zanaflex,,(tizanidine),Central Alpha Agonists,generic,90 tablets of tizanidine 4mg
,517,drug_info,drug_info,517,http://www.goodrx.com/baclofen,baclofen,,(Lioresal),GABA Agonists,generic,90 tablets of baclofen 10mg
,518,drug_info,drug_info,518,http://www.goodrx.com/levetiracetam,levetiracetam,,(Keppra),Anti-epileptics,generic,60 tablets of levetiracetam 500mg
,519,drug_info,drug_info,519,http://www.goodrx.com/iclusig,Iclusig,,(ponatinib),Kinase Inhibitors,brand,30 tablets of Iclusig 15mg
,520,drug_info,drug_info,520,http://www.goodrx.com/mefloquine,mefloquine,,(Lariam),Antimalarials,generic,8 tablets of mefloquine 250mg
,521,drug_info,drug_info,521,http://www.goodrx.com/hizentra,Hizentra,,,Human Immunoglobulin Gs,,8 vials
,522,drug_info,drug_info,522,http://www.goodrx.com/gammagard,Gammagard,,,Human Immunoglobulin Gs,,1 bottle
,523,drug_info,drug_info,523,http://www.goodrx.com/melatonin,melatonin,,,Multivitamin and Mineral Supplements,,
,524,drug_info,drug_info,524,http://www.goodrx.com/ambien,Ambien,,(zolpidem),GABA Agonists,generic,30 tablets of zolpidem 10mg
,525,drug_info,drug_info,525,http://www.goodrx.com/eszopiclone,eszopiclone,,(Lunesta),GABA Agonists,generic,30 tablets of eszopiclone 3mg
,526,drug_info,drug_info,526,http://www.goodrx.com/lunesta,Lunesta,,(eszopiclone),GABA Agonists,generic,30 tablets of eszopiclone 3mg
,527,drug_info,drug_info,527,http://www.goodrx.com/restoril,Restoril,,(temazepam),Benzodiazepines,generic,30 capsules of temazepam 15mg
,528,drug_info,drug_info,528,http://www.goodrx.com/zaleplon,zaleplon,,(Sonata),GABA Agonists,generic,30 capsules of zaleplon 10mg
,529,drug_info,drug_info,529,http://www.goodrx.com/zolpidem,zolpidem,,(Ambien),GABA Agonists,generic,30 tablets of zolpidem 10mg
,530,drug_info,drug_info,530,http://www.goodrx.com/sonata,Sonata,,(zaleplon),GABA Agonists,generic,30 capsules of zaleplon 10mg
,531,drug_info,drug_info,531,http://www.goodrx.com/differin,Differin,,(adapalene),Retinoids,,1 tube
,532,drug_info,drug_info,532,http://www.goodrx.com/minocin,Minocin,,(minocycline),Tetracycline Antibiotics,generic,60 capsules of minocycline 100mg
,533,drug_info,drug_info,533,http://www.goodrx.com/solodyn,Solodyn,,(minocycline ER),Tetracycline Antibiotics,generic,30 tablets of minocycline ER 45mg
,534,drug_info,drug_info,534,http://www.goodrx.com/accutane,,,(myorisan claravis zenatane sotret amnesteem isotretinoin),Retinoids,generic,60 capsules of claravis 40mg
,535,drug_info,drug_info,535,http://www.goodrx.com/ciprofloxacin,ciprofloxacin,,(Cipro Cetraxal Ciloxan),Quinolone Antibiotics,generic,20 tablets of ciprofloxacin 500mg
,536,drug_info,drug_info,536,http://www.goodrx.com/adapalene,adapalene,,(Differin),Retinoids,,1 tube
,537,drug_info,drug_info,537,http://www.goodrx.com/evoclin,Evoclin,,(clindamycin),Lincosamide Antibiotics,,1 tube
,538,drug_info,drug_info,538,http://www.goodrx.com/finacea,Finacea,,,Dicarboxylic Acids,,1 tube
,539,drug_info,drug_info,539,http://www.goodrx.com/alcaine,Alcaine,,(proparacaine),Local Anesthetics,,1 eye dropper
,540,drug_info,drug_info,540,http://www.goodrx.com/emla,Emla,,(lidocaine / prilocaine),Local Anesthetics,,1 tube
,541,drug_info,drug_info,541,http://www.goodrx.com/xylocaine,Xylocaine,,(lidocaine),Local Anesthetics,,1 bottle
,542,drug_info,drug_info,542,http://www.goodrx.com/provera,Provera,,(medroxyprogesterone),Progestins,generic,10 tablets of medroxyprogesterone 10mg
,543,drug_info,drug_info,543,http://www.goodrx.com/prometrium,Prometrium,,(progesterone),Progesterones,generic,30 capsules of progesterone 100mg
,544,drug_info,drug_info,544,http://www.goodrx.com/aygestin,Aygestin,,(norethindrone acetate),Progestins,generic,30 tablets of norethindrone acetate 5mg
,545,drug_info,drug_info,545,http://www.goodrx.com/metrocream,Metrocream,,(metronidazole),Nitroimidazole Antibiotics,,1 tube
,546,drug_info,drug_info,546,http://www.goodrx.com/metrogel,Metrogel,,(metronidazole),Nitroimidazole Antibiotics,,1 tube
,547,drug_info,drug_info,547,http://www.goodrx.com/metrolotion,Metrolotion,,(metronidazole),Nitroimidazole Antibiotics,,1 bottle
,548,drug_info,drug_info,548,http://www.goodrx.com/metronidazole,metronidazole,,(Metrocream Flagyl Metrolotion Metrogel-Vaginal Metrogel),Nitroimidazole Antibiotics,generic,14 tablets of metronidazole 500mg
,549,drug_info,drug_info,549,http://www.goodrx.com/mirvaso,Mirvaso,,,Alpha Agonists,,1 tube
,550,drug_info,drug_info,550,http://www.goodrx.com/erythromycin,erythromycin,,(Ilotycin Ery Eryderm),Macrolide Antibiotics,,1 tube
,551,drug_info,drug_info,551,http://www.goodrx.com/paromomycin,paromomycin,,(Humatin),Antiprotozoals,generic,42 capsules of paromomycin 250mg
,552,drug_info,drug_info,552,http://www.goodrx.com/tindamax,Tindamax,,(tinidazole),Nitroimidazole Antibiotics,generic,8 tablets of tinidazole 500mg
,553,drug_info,drug_info,553,http://www.goodrx.com/flagyl,Flagyl,,(metronidazole),Nitroimidazole Antibiotics,generic,14 tablets of metronidazole 500mg
,554,drug_info,drug_info,554,http://www.goodrx.com/tapazole,Tapazole,,(methimazole),Antithyroid Drugs,generic,30 tablets of methimazole 5mg
,555,drug_info,drug_info,555,http://www.goodrx.com/propylthiouracil,propylthiouracil,,,Antithyroid Drugs,generic,180 tablets of propylthiouracil 50mg
,556,drug_info,drug_info,556,http://www.goodrx.com/nystop,Nystop,,(nystatin),Polyene Antifungals,,1 bottle
,557,drug_info,drug_info,557,http://www.goodrx.com/nyamyc,Nyamyc,,(nystatin),Polyene Antifungals,,1 bottle
,558,drug_info,drug_info,558,http://www.goodrx.com/nizoral,Nizoral,,(ketoconazole),Azole Antifungals,generic,30 tablets of ketoconazole 200mg
,559,drug_info,drug_info,559,http://www.goodrx.com/septra,Septra,Bactrim,(sulfamethoxazole / trimethoprim),Antifolate / Sulfa Antibiotic Combinations,generic,20 tablets of sulfamethoxazole / trimethoprim 800mg/160mg
,560,drug_info,drug_info,560,http://www.goodrx.com/cytovene,Cytovene,,(ganciclovir),CMV Nucleoside Analogues,generic,1 vial
,561,drug_info,drug_info,561,http://www.goodrx.com/vistide,Vistide,,(cidofovir),CMV Nucleoside Analogues,,1 vial
,562,drug_info,drug_info,562,http://www.goodrx.com/valganciclovir,valganciclovir,,(Valcyte),CMV Nucleoside Analogues,generic,30 tablets of valganciclovir 450mg
,563,drug_info,drug_info,563,http://www.goodrx.com/valcyte,Valcyte,,(valganciclovir),CMV Nucleoside Analogues,generic,30 tablets of valganciclovir 450mg
,564,drug_info,drug_info,564,http://www.goodrx.com/diflucan,Diflucan,,(fluconazole),Azole Antifungals,generic,1 tablet of fluconazole 150mg
,565,drug_info,drug_info,565,http://www.goodrx.com/nystatin,nystatin,,(Mycostatin Nystop Nyamyc),Polyene Antifungals,,1 bottle
,566,drug_info,drug_info,566,http://www.goodrx.com/vaniqa,Vaniqa,,(eflornithine),Decarboxylase Inhibitors,,1 tube
,567,drug_info,drug_info,567,http://www.goodrx.com/proamatine,Proamatine,,(midodrine),Alpha Agonists,generic,90 tablets of midodrine 5mg
,568,drug_info,drug_info,568,http://www.goodrx.com/northera,Northera,,(droxidopa),DDCIs,brand,30 capsules of Northera 100mg
,569,drug_info,drug_info,569,http://www.goodrx.com/singulair,Singulair,,(montelukast),Leukotriene Receptor Antagonists,generic,30 tablets of montelukast 10mg
,570,drug_info,drug_info,570,http://www.goodrx.com/albuterol,albuterol,,(Accuneb),Short-Acting Beta Agonists,generic,25 vials
,571,drug_info,drug_info,571,http://www.goodrx.com/amantadine,amantadine,,(Symadine Symmetrel),Influenza A Inhibitors,generic,60 capsules of amantadine 100mg
,572,drug_info,drug_info,572,http://www.goodrx.com/tamiflu,Tamiflu,,(oseltamivir),Neuraminidase Inhibitors,brand,1 dose pack
,573,drug_info,drug_info,573,http://www.goodrx.com/tessalon,Tessalon,,(benzonatate),Non-narcotic Antitussives,generic,30 capsules of benzonatate 100mg
,574,drug_info,drug_info,574,http://www.goodrx.com/sudafed,Sudafed,,(pseudoephedrine),Alpha Agonists,,
,575,drug_info,drug_info,575,http://www.goodrx.com/flumadine,Flumadine,,(rimantadine),Influenza A Inhibitors,generic,14 tablets of rimantadine 100mg
,576,drug_info,drug_info,576,http://www.goodrx.com/zovirax,Zovirax,,(acyclovir),Herpes Virus Nucleoside Analogues,generic,60 tablets of acyclovir 400mg
,577,drug_info,drug_info,577,http://www.goodrx.com/zostavax,Zostavax,,(zoster vaccine),Vaccinations,brand,1 vial of Zostavax 0.65ml
,578,drug_info,drug_info,578,http://www.goodrx.com/valtrex,Valtrex,,(valacyclovir),Herpes Virus Nucleoside Analogues,,30 tablets of valacyclovir 1g
,579,drug_info,drug_info,579,http://www.goodrx.com/riluzole,riluzole,,(Rilutek),Benzothiazoles,generic,60 tablets of riluzole 50mg
,580,drug_info,drug_info,580,http://www.goodrx.com/rilutek,Rilutek,,(riluzole),Benzothiazoles,generic,60 tablets of riluzole 50mg
,581,drug_info,drug_info,581,http://www.goodrx.com/rabavert,Rabavert,,(rabies vaccine),Vaccinations,,1 dose 2.5iu/ml of Rabavert
,582,drug_info,drug_info,582,http://www.goodrx.com/simethicone,simethicone,,(Gas-X),Antigas Drugs,,
,583,drug_info,drug_info,583,http://www.goodrx.com/jakafi,Jakafi,,(ruxolitinib),Kinase Inhibitors,brand,60 tablets of Jakafi 10mg
,584,drug_info,drug_info,584,http://www.goodrx.com/levsin,Levsin,,(hyoscyamine),Anticholinergics,generic,120 tablets of hyoscyamine 0.125mg
,585,drug_info,drug_info,585,http://www.goodrx.com/hyosyne,Hyosyne,,(hyoscyamine),Anticholinergics,,1 dropper
,586,drug_info,drug_info,586,http://www.goodrx.com/thalomid,Thalomid,,(thalidomide),Thalidomides,brand,1 dose pack
,587,drug_info,drug_info,587,http://www.goodrx.com/nuedexta,Nuedexta,,(dextromethorphan and quinidine),NMDA Receptor Antagonist / Antiarrhythmic Combinations,brand,60 capsules of Nuedexta 20mg/10mg
,588,drug_info,drug_info,588,http://www.goodrx.com/dapsone,dapsone,,,Sulfones,generic,30 tablets of dapsone 100mg
,589,drug_info,drug_info,589,http://www.goodrx.com/ganirelix,Ganirelix,,,Gonadotropin Releasing Hormone Antagonists,,3 syringes 250mcg/0.5ml of Ganirelix
,590,drug_info,drug_info,590,http://www.goodrx.com/progesterone,progesterone,,(Prometrium),Progesterones,generic,30 capsules of progesterone 100mg
,591,drug_info,drug_info,591,http://www.goodrx.com/cetrotide,Cetrotide,,(cetrorelix),Gonadotropin Releasing Hormone Antagonists,brand,3 cartons
,592,drug_info,drug_info,592,http://www.goodrx.com/clomiphene,clomiphene,,(Clomid Serophene),Estrogen Agonist/Antagonists,generic,30 tablets of clomiphene 50mg
,593,drug_info,drug_info,593,http://www.goodrx.com/lotrisone,Lotrisone,,(clotrimazole / betamethasone),Azole Antifungal / Corticosteroid Combinations,,1 bottle
,594,drug_info,drug_info,594,http://www.goodrx.com/loprox,Loprox,,(ciclopirox),Hydroxypyridone Antifungals,,1 tube
,595,drug_info,drug_info,595,http://www.goodrx.com/ketoconazole,ketoconazole,,(Nizoral Extina),Azole Antifungals,generic,30 tablets of ketoconazole 200mg
,596,drug_info,drug_info,596,http://www.goodrx.com/alimta,Alimta,,(pemetrexed),Antifolates,brand,1 vial of Alimta 500mg
,597,drug_info,drug_info,597,http://www.goodrx.com/yaz,Yaz,,(gianvi vestura nikki loryna),Estrogen / Progestin Combinations,generic,1 package
,598,drug_info,drug_info,598,http://www.goodrx.com/estrace,Estrace,,(estradiol),Estrogens,generic,30 tablets of estradiol 1mg
,599,drug_info,drug_info,599,http://www.goodrx.com/savella,Savella,,(milnacipran),SNRIs,brand,60 tablets of Savella 50mg
,600,drug_info,drug_info,600,http://www.goodrx.com/premarin,Premarin,,,Estrogens,brand,30 tablets of Premarin 0.625mg
,601,drug_info,drug_info,601,http://www.goodrx.com/climara,Climara,,(estradiol),Estrogens,,1 carton
,602,drug_info,drug_info,602,http://www.goodrx.com/raloxifene,raloxifene,,(Evista),Estrogen Agonist/Antagonists,generic,30 tablets of raloxifene 60mg
,603,drug_info,drug_info,603,http://www.goodrx.com/evista,Evista,,(raloxifene),Estrogen Agonist/Antagonists,generic,30 tablets of raloxifene 60mg
,604,drug_info,drug_info,604,http://www.goodrx.com/risedronate,risedronate,,(Actonel),Bisphosphonates,generic,1 dose pack
,605,drug_info,drug_info,605,http://www.goodrx.com/actonel,Actonel,,(risedronate),Bisphosphonates,generic,1 dose pack
,606,drug_info,drug_info,606,http://www.goodrx.com/mekinist,Mekinist,,(trametinib),Kinase Inhibitors,brand,30 tablets of Mekinist 2mg
,607,drug_info,drug_info,607,http://www.goodrx.com/doxorubicin,doxorubicin,,(Adriamycin),Anthracyclines,,1 vial
,608,drug_info,drug_info,608,http://www.goodrx.com/tafinlar,Tafinlar,,(dabrafenib),Kinase Inhibitors,brand,240 capsules of Tafinlar 75mg
,609,drug_info,drug_info,609,http://www.goodrx.com/gardasil,Gardasil,,,Vaccinations,brand,1 syringe of Gardasil 0.5ml
,610,drug_info,drug_info,610,http://www.goodrx.com/aldara,Aldara,,(imiquimod),Immune Response Modifiers,,12 packets 5% of imiquimod
,611,drug_info,drug_info,611,http://www.goodrx.com/condylox,Condylox,,(podofilox),Podophyllotoxins,,1 bottle
,612,drug_info,drug_info,612,http://www.goodrx.com/naproxen,naproxen,,(Naprosyn Anaprox DS Anaprox),NSAIDs,generic,60 tablets of naproxen 500mg
,613,drug_info,drug_info,613,http://www.goodrx.com/lorazepam,lorazepam,,(Ativan),Benzodiazepines,generic,60 tablets of lorazepam 1mg
,614,drug_info,drug_info,614,http://www.goodrx.com/epinephrine,epinephrine,,(Adrenaclick),Catecholamines,generic,1 package
,615,drug_info,drug_info,615,http://www.goodrx.com/epipen,Epipen,,,Catecholamines,brand,1 package
,616,drug_info,drug_info,616,http://www.goodrx.com/twinject,,,,,brand,1 package
,617,drug_info,drug_info,617,http://www.goodrx.com/denavir,Denavir,,(penciclovir),Herpes Virus Nucleoside Analogues,,1 tube
,618,drug_info,drug_info,618,http://www.goodrx.com/acyclovir,acyclovir,,(Zovirax),Herpes Virus Nucleoside Analogues,generic,60 tablets of acyclovir 400mg
,619,drug_info,drug_info,619,http://www.goodrx.com/famvir,Famvir,,(famciclovir),Herpes Virus Nucleoside Analogues,generic,21 tablets of famciclovir 500mg
,620,drug_info,drug_info,620,http://www.goodrx.com/nuvigil,Nuvigil,,(armodafinil),Sympathomimetic-like Agents,brand,30 tablets of Nuvigil 250mg
,621,drug_info,drug_info,621,http://www.goodrx.com/provigil,Provigil,,(modafinil),Sympathomimetic-like Agents,generic,30 tablets of modafinil 200mg
,622,drug_info,drug_info,622,http://www.goodrx.com/modafinil,modafinil,,(Provigil),Sympathomimetic-like Agents,generic,30 tablets of modafinil 200mg
,623,drug_info,drug_info,623,http://www.goodrx.com/ampicillin,ampicillin,,(Totacillin Penbritin Omnipen Amcill Principen Polycillin),Penicillin Antibiotics,generic,60 capsules of ampicillin 500mg
,624,drug_info,drug_info,624,http://www.goodrx.com/parlodel,Parlodel,,(bromocriptine),Ergot Derivatives,generic,30 tablets of bromocriptine 2.5mg
,625,drug_info,drug_info,625,http://www.goodrx.com/sandostatin,Sandostatin,,(octreotide),Somatostatin Analogues,,90 ampules
,626,drug_info,drug_info,626,http://www.goodrx.com/donepezil,donepezil,,(Aricept),Cholinesterase Inhibitors,generic,30 tablets of donepezil 10mg
,627,drug_info,drug_info,627,http://www.goodrx.com/namenda,Namenda,,(memantine),NMDA Receptor Antagonists,generic,60 tablets of memantine 10mg
,628,drug_info,drug_info,628,http://www.goodrx.com/somavert,Somavert,,(pegvisomant),Growth Hormone Receptor Antagonists,brand,30 vials of Somavert 20mg
,629,drug_info,drug_info,629,http://www.goodrx.com/aricept,Aricept,,(donepezil),Cholinesterase Inhibitors,generic,30 tablets of donepezil 10mg
,630,drug_info,drug_info,630,http://www.goodrx.com/namzaric,Namzaric,,(memantine and donepezil),NMDA Receptor Antagonist / Cholinesterase Inhibitor Combinations,brand,30 capsules of Namzaric 28mg/10mg
,631,drug_info,drug_info,631,http://www.goodrx.com/memantine,memantine,,(Namenda),NMDA Receptor Antagonists,generic,60 tablets of memantine 10mg
,632,drug_info,drug_info,632,http://www.goodrx.com/akynzeo,Akynzeo,,(netupitant-palonosetron),NK1 / Serotonin Antagonist Combinations,brand,1 capsule of Akynzeo 300mg/0.5mg
,633,drug_info,drug_info,633,http://www.goodrx.com/zofran,Zofran,,(ondansetron),Serotonin Antagonists,generic,30 tablets of ondansetron 4mg
,634,drug_info,drug_info,634,http://www.goodrx.com/varivax,Varivax,,(varicella virus vaccine),Vaccinations,brand,1 vial of Varivax 0.5ml
,635,drug_info,drug_info,635,http://www.goodrx.com/ipratropium,ipratropium,,(Atrovent),Anticholinergics,,1 nasal spray
,636,drug_info,drug_info,636,http://www.goodrx.com/striverdi,Striverdi,,(olodaterol),Long-Acting Beta Agonists,,1 respimat inhaler
,637,drug_info,drug_info,637,http://www.goodrx.com/spiriva,Spiriva,,(tiotropium),Anticholinergics,,1 handihaler
,638,drug_info,drug_info,638,http://www.goodrx.com/stiolto,Stiolto,,(tiotropium and olodaterol),Anticholinergic / Beta Agonist Combinations,,1 respimat inhaler
,639,drug_info,drug_info,639,http://www.goodrx.com/stivarga,Stivarga,,(regorafenib),Kinase Inhibitors,brand,84 tablets of Stivarga 40mg
,640,drug_info,drug_info,640,http://www.goodrx.com/sutent,Sutent,,(sunitinib),Kinase Inhibitors,brand,28 capsules of Sutent 50mg
,641,drug_info,drug_info,641,http://www.goodrx.com/avelox,Avelox,,(moxifloxacin),Quinolone Antibiotics,generic,10 tablets of moxifloxacin 400mg
,642,drug_info,drug_info,642,http://www.goodrx.com/avapro,Avapro,,(irbesartan),ARBs,generic,30 tablets of irbesartan 300mg
,643,drug_info,drug_info,643,http://www.goodrx.com/moxifloxacin,moxifloxacin,,(Avelox),Quinolone Antibiotics,generic,10 tablets of moxifloxacin 400mg
,644,drug_info,drug_info,644,http://www.goodrx.com/teveten,Teveten,,(eprosartan),ARBs,generic,90 tablets of eprosartan 600mg
,645,drug_info,drug_info,645,http://www.goodrx.com/atacand,Atacand,,(candesartan),ARBs,generic,30 tablets of candesartan 32mg
,646,drug_info,drug_info,646,http://www.goodrx.com/benicar,Benicar,,(olmesartan),ARBs,brand,30 tablets of Benicar 20mg
,647,drug_info,drug_info,647,http://www.goodrx.com/irbesartan,irbesartan,,(Avapro),ARBs,generic,30 tablets of irbesartan 300mg
,648,drug_info,drug_info,648,http://www.goodrx.com/candesartan,candesartan,,(Atacand),ARBs,generic,30 tablets of candesartan 32mg
,649,drug_info,drug_info,649,http://www.goodrx.com/telmisartan,telmisartan,,(Micardis),ARBs,generic,30 tablets of telmisartan 80mg
,650,drug_info,drug_info,650,http://www.goodrx.com/edarbi,Edarbi,,(azilsartan),ARBs,brand,30 tablets of Edarbi 80mg
,651,drug_info,drug_info,651,http://www.goodrx.com/eprosartan,eprosartan,,(Teveten),ARBs,generic,90 tablets of eprosartan 600mg
,652,drug_info,drug_info,652,http://www.goodrx.com/procardia,Procardia,,(nifedipine),Calcium Channel Blockers,generic,90 capsules of nifedipine 10mg
,653,drug_info,drug_info,653,http://www.goodrx.com/nifedipine,nifedipine,,(Adalat Procardia),Calcium Channel Blockers,generic,90 capsules of nifedipine 10mg
,654,drug_info,drug_info,654,http://www.goodrx.com/triamcinolone,triamcinolone,,(Nasacort AQ Kenalog),Corticosteroids,,1 tube
,655,drug_info,drug_info,655,http://www.goodrx.com/prednisolone,prednisolone,,(Prelone),Corticosteroids,,25 ml 15mg/5ml of prednisolone syrup
,656,drug_info,drug_info,656,http://www.goodrx.com/torsemide,torsemide,,(Demadex),Loop Diuretics,generic,30 tablets of torsemide 20mg
,657,drug_info,drug_info,657,http://www.goodrx.com/methylprednisolone,methylprednisolone,,(Medrol),Corticosteroids,generic,21 tablets of methylprednisolone 4mg
,658,drug_info,drug_info,658,http://www.goodrx.com/chlorothiazide,chlorothiazide,,(Diuril),Thiazide Diuretics,generic,30 tablets of chlorothiazide 250mg
,659,drug_info,drug_info,659,http://www.goodrx.com/bumetanide,bumetanide,,(Bumex),Loop Diuretics,generic,30 tablets of bumetanide 1mg
,660,drug_info,drug_info,660,http://www.goodrx.com/amiloride,amiloride,,(Midamor),Potassium-Sparing Diuretics,generic,30 tablets of amiloride 5mg
,661,drug_info,drug_info,661,http://www.goodrx.com/hydrocortisone,hydrocortisone,,(Cortef),Corticosteroids,,1 jar
,662,drug_info,drug_info,662,http://www.goodrx.com/chlorthalidone,chlorthalidone,,(Hygroton),Thiazide-Like Diuretics,generic,30 tablets of chlorthalidone 25mg
,663,drug_info,drug_info,663,http://www.goodrx.com/metolazone,metolazone,,(Zaroxolyn),Thiazide-Like Diuretics,generic,30 tablets of metolazone 2.5mg
,664,drug_info,drug_info,664,http://www.goodrx.com/acetazolamide,acetazolamide,,(Diamox),Carbonic Anhydrase Inhibitors,generic,120 tablets of acetazolamide 250mg
,665,drug_info,drug_info,665,http://www.goodrx.com/clorazepate,clorazepate,,(Tranxene),Benzodiazepines,generic,60 tablets of clorazepate 7.5mg
,666,drug_info,drug_info,666,http://www.goodrx.com/buspirone,buspirone,,(Buspar),Azapirones,generic,60 tablets of buspirone 10mg
,667,drug_info,drug_info,667,http://www.goodrx.com/chlorpromazine,chlorpromazine,,(Promapar Thorazine),Typical Antipsychotics,generic,60 tablets of chlorpromazine 25mg
,668,drug_info,drug_info,668,http://www.goodrx.com/perphenazine,perphenazine,,(Trilafon),Typical Antipsychotics,generic,30 tablets of perphenazine 4mg
,669,drug_info,drug_info,669,http://www.goodrx.com/florone,,,(diflorasone),Corticosteroids,,1 tube
,670,drug_info,drug_info,670,http://www.goodrx.com/westcort,Westcort,,(hydrocortisone valerate),Corticosteroids,,1 tube
,671,drug_info,drug_info,671,http://www.goodrx.com/betaderm,,,(betamethasone valerate),Corticosteroids,,1 bottle
,672,drug_info,drug_info,672,http://www.goodrx.com/topicort,Topicort,,(desoximetasone),Corticosteroids,,1 tube
,673,drug_info,drug_info,673,http://www.goodrx.com/cordran,Cordran,,(flurandrenolide),Corticosteroids,,1 bottle
,674,drug_info,drug_info,674,http://www.goodrx.com/flonase,Flonase,,(fluticasone propionate),Corticosteroids,,1 nasal spray
,675,drug_info,drug_info,675,http://www.goodrx.com/elocon,Elocon,,(mometasone),Corticosteroids,,1 tube
,676,drug_info,drug_info,676,http://www.goodrx.com/alphatrex,,,(betamethasone dipropionate),Corticosteroids,,1 tube
,677,drug_info,drug_info,677,http://www.goodrx.com/ultravate,Ultravate,,(halobetasol),Corticosteroids,,1 tube
,678,drug_info,drug_info,678,http://www.goodrx.com/locoid,Locoid,,(hydrocortisone butyrate),Corticosteroids,,1 bottle
,679,drug_info,drug_info,679,http://www.goodrx.com/aclovate,Aclovate,,(alclometasone),Corticosteroids,,1 tube
,680,drug_info,drug_info,680,http://www.goodrx.com/diprolene,Diprolene,,(betamethasone dipropionate augmented),Corticosteroids,,1 tube
,681,drug_info,drug_info,681,http://www.goodrx.com/desowen,Desowen,,(desonide),Corticosteroids,,1 tube
,682,drug_info,drug_info,682,http://www.goodrx.com/trifluoperazine,trifluoperazine,,(Stelazine),Typical Antipsychotics,generic,60 tablets of trifluoperazine 2mg
,683,drug_info,drug_info,683,http://www.goodrx.com/meprobamate,meprobamate,,(Miltown Equanil),Muscle Relaxants,generic,60 tablets of meprobamate 400mg
,684,drug_info,drug_info,684,http://www.goodrx.com/oxazepam,oxazepam,,(Zaxopam Serax),Benzodiazepines,generic,90 capsules of oxazepam 10mg
,685,drug_info,drug_info,685,http://www.goodrx.com/prochlorperazine,prochlorperazine,,(Compazine Compro Procomp),Typical Antipsychotics,generic,30 tablets of prochlorperazine 10mg
,686,drug_info,drug_info,686,http://www.goodrx.com/compro,Compro,,(prochlorperazine),Typical Antipsychotics,generic,30 tablets of prochlorperazine 10mg
,687,drug_info,drug_info,687,http://www.goodrx.com/chlordiazepoxide,chlordiazepoxide,,(Librium),Benzodiazepines,generic,60 capsules of chlordiazepoxide 25mg
,688,drug_info,drug_info,688,http://www.goodrx.com/beyaz,Beyaz,,,Estrogen / Progestin / Folate Combinations,,1 package of Beyaz 28 tablets
,689,drug_info,drug_info,689,http://www.goodrx.com/evamist,Evamist,,,Estrogens,,1 bottle
,690,drug_info,drug_info,690,http://www.goodrx.com/enjuvia,Enjuvia,,,Estrogens,brand,30 tablets of Enjuvia 0.9mg
,691,drug_info,drug_info,691,http://www.goodrx.com/combipatch,Combipatch,,,Estrogen / Progestin Combinations,brand,1 package
,692,drug_info,drug_info,692,http://www.goodrx.com/femring,Femring,,,Estrogens,brand,1 ring of Femring 0.05mg
,693,drug_info,drug_info,693,http://www.goodrx.com/duavee,Duavee,,(conjugated estrogens and bazedoxifene),Estrogen Agonist/Antagonists,brand,30 tablets of Duavee 0.45mg/20mg
,694,drug_info,drug_info,694,http://www.goodrx.com/osphena,Osphena,,(ospemifene),Estrogen Agonist/Antagonists,brand,30 tablets of Osphena 60mg
,695,drug_info,drug_info,695,http://www.goodrx.com/estratest,,,(esterified estrogens/methyltestosterone),Estrogen / Androgen Combinations,generic,30 tablets of esterified estrogens/methyltestosterone 0.625mg/1.25mg
,696,drug_info,drug_info,696,http://www.goodrx.com/estrogel,Estrogel,,,Estrogens,,1 gel pump
,697,drug_info,drug_info,697,http://www.goodrx.com/menest,Menest,,,Estrogens,brand,30 tablets of Menest 0.625mg
,698,drug_info,drug_info,698,http://www.goodrx.com/activella,Activella,,(estradiol / norethindrone mimvey lopreeza),Estrogen / Progestin Combinations,generic,1 package
,699,drug_info,drug_info,699,http://www.goodrx.com/ogen,Ogen,,(estropipate),Estrogens,generic,30 tablets of estropipate 0.75mg
,700,drug_info,drug_info,700,http://www.goodrx.com/jevantique,Jevantique,Femhrt,(jinteli),Estrogen / Progestin Combinations,,1 package
,701,drug_info,drug_info,701,http://www.goodrx.com/divigel,Divigel,,,Estrogens,,1 carton
,702,drug_info,drug_info,702,http://www.goodrx.com/minivelle,Minivelle,,,Estrogens,brand,1 package
,703,drug_info,drug_info,703,http://www.goodrx.com/sildenafil,sildenafil,,(Revatio),PDE5 Inhibitors,generic,30 tablets of sildenafil 20mg
,704,drug_info,drug_info,704,http://www.goodrx.com/muse,Muse,,,Prostaglandin E1 Agonists,,6 suppositories of Muse 1000mcg
,705,drug_info,drug_info,705,http://www.goodrx.com/levitra,Levitra,,,PDE5 Inhibitors,brand,10 tablets of Levitra 20mg
,706,drug_info,drug_info,706,http://www.goodrx.com/edex,Edex,,,Prostaglandin E1 Agonists,,1 package
,707,drug_info,drug_info,707,http://www.goodrx.com/caverject,Caverject,,,Prostaglandin E1 Agonists,,6 vials of Caverject 20mcg
,708,drug_info,drug_info,708,http://www.goodrx.com/staxyn,Staxyn,,,PDE5 Inhibitors,brand,1 package
